,Date,Team,Opp,BO,Pos,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,pid
8,2008-06-18,NYM,@LAA,6,LF,1,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,204.0
9,2008-06-16,NYM,@LAA,7,RF,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,204.0
10,2008-06-15,NYM,TEX,6,RF,1,3,5,2,1,1,0,0,1,0,2,0,0,0,0,0,0,1,0.0,0.667,204.0
0,2005-10-02,NYM,COL,9,PH-2B,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,205.0
1,2005-10-01,NYM,COL,6,PH,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,205.0
2,2005-09-22,NYM,FLA,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
3,2005-09-17,NYM,ATL,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,205.0
4,2005-09-15,NYM,WSN,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
5,2005-09-14,NYM,WSN,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,205.0
6,2005-09-13,NYM,WSN,9,PH,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,205.0
7,2005-09-10,NYM,@STL,9,PH,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,205.0
8,2005-09-06,NYM,@ATL,9,PH,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,205.0
9,2005-09-01,NYM,PHI,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,205.0
10,2005-08-31,NYM,PHI,6,PH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,205.0
11,2005-08-30,NYM,PHI,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
12,2005-08-28,NYM,@SFG,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
13,2005-08-27,NYM,@SFG,8,PH,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,205.0
14,2005-08-24,NYM,@ARI,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
15,2005-08-21,NYM,WSN,9,PH,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,205.0
16,2005-08-20,NYM,WSN,2,PH,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,205.0
17,2005-08-18,NYM,PIT,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
18,2005-08-17,NYM,PIT,6,1B,1,4,4,1,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0.0,0.25,205.0
20,2005-08-13,NYM,@LAD,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
21,2005-08-12,NYM,@LAD,6,1B,1,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.2,205.0
22,2005-08-11,NYM,@SDP,3,1B,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,205.0
23,2005-08-10,NYM,@SDP,8,1B,1,4,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.25,205.0
24,2005-08-09,NYM,@SDP,8,1B,1,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0.0,0.25,205.0
25,2005-08-07,NYM,CHC,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,205.0
26,2005-08-04,NYM,MIL,8,1B,1,5,5,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.4,205.0
27,2005-08-02,NYM,MIL,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
28,2005-07-31,NYM,@HOU,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
29,2005-07-30,NYM,@HOU,8,1B,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,205.0
30,2005-07-29,NYM,@HOU,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
31,2005-07-28,NYM,@HOU,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
32,2005-07-27,NYM,@COL,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
33,2005-07-26,NYM,@COL,9,PH,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,205.0
34,2005-07-23,NYM,LAD,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
35,2005-07-22,NYM,LAD,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
36,2005-07-21,NYM,SDP,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
37,2005-07-20,NYM,SDP,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
38,2005-07-19,NYM,SDP,7,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
40,2005-07-17,NYM,ATL,9,PH,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,205.0
41,2005-07-15,NYM,ATL,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
42,2005-07-14,NYM,ATL,9,PH,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,205.0
43,2005-07-10,NYM,@PIT,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
44,2005-07-09,NYM,@PIT,7,PH,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,205.0
45,2005-07-08,NYM,@PIT,6,PH-1B,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,205.0
46,2005-07-07,NYM,@WSN,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,205.0
47,2005-07-06,NYM,@WSN,9,1B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
48,2005-07-05,NYM,@WSN,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
49,2005-07-04,NYM,@WSN,8,PH,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,1.0,205.0
50,2005-07-03,NYM,FLA,8,1B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
51,2005-07-02,NYM,FLA,8,1B,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.25,205.0
52,2005-07-01,NYM,FLA,9,PH,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,205.0
53,2005-06-29,NYM,PHI,9,PH,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,1.0,205.0
54,2005-06-28,NYM,PHI,9,PH,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,205.0
55,2005-05-19,PHI,STL,9,PH,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,1.0,205.0
56,2005-05-18,PHI,STL,9,PH-1B,1,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.33299999999999996,205.0
57,2005-05-17,PHI,STL,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
58,2005-05-15,PHI,CIN,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,205.0
60,2005-05-14,PHI,CIN,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
61,2005-05-12,PHI,CIN,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
62,2005-05-11,PHI,@MIL,8,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,205.0
63,2005-05-10,PHI,@MIL,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,205.0
64,2005-05-08,PHI,@CHC,7,PH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,205.0
65,2005-05-07,PHI,@CHC,9,PH,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,1.0,205.0
66,2005-05-06,PHI,@CHC,7,PH,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,205.0
67,2005-05-05,PHI,@NYM,5,PH,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,205.0
68,2005-05-04,PHI,@NYM,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
69,2005-05-03,PHI,@NYM,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
70,2005-05-02,PHI,@NYM,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
71,2005-04-29,PHI,FLA,2,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
72,2005-04-27,PHI,@WSN,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,205.0
73,2005-04-26,PHI,@WSN,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,205.0
74,2005-04-25,PHI,@WSN,9,PH,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,205.0
75,2005-04-24,PHI,@ATL,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
76,2005-04-23,PHI,@ATL,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
77,2005-04-22,PHI,@ATL,6,1B,1,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,205.0
78,2005-04-21,PHI,COL,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
80,2005-04-20,PHI,COL,9,PH,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,205.0
81,2005-04-19,PHI,NYM,4,PH-1B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
82,2005-04-17,PHI,ATL,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
83,2005-04-15,PHI,ATL,9,PH,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,205.0
84,2005-04-13,PHI,@FLA,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
85,2005-04-12,PHI,@FLA,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
86,2005-04-10,PHI,@STL,4,1B,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,205.0
87,2005-04-09,PHI,@STL,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
88,2005-04-07,PHI,WSN,9,PH,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,205.0
89,2005-04-06,PHI,WSN,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.0
0,2013-09-29,TOR,TBR,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
1,2013-09-20,TOR,@BOS,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
2,2013-09-18,TOR,NYY,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
3,2013-09-13,TOR,BAL,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
4,2013-09-11,TOR,LAA,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
5,2013-09-03,TOR,@ARI,5,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
6,2013-08-28,TOR,NYY,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
7,2013-08-23,TOR,@HOU,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
8,2013-08-20,TOR,@NYY,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
9,2013-08-17,TOR,@TBR,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
10,2013-08-15,TOR,BOS,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
11,2013-08-13,TOR,BOS,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
12,2013-08-11,TOR,OAK,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
13,2013-08-10,TOR,OAK,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
14,2013-08-07,TOR,@SEA,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
15,2013-08-01,TOR,@LAA,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
16,2013-07-30,TOR,@OAK,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
17,2013-07-27,TOR,HOU,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
18,2013-07-23,TOR,LAD,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
20,2013-07-22,TOR,LAD,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
21,2013-07-20,TOR,TBR,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
22,2013-07-14,TOR,@BAL,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
23,2013-07-11,TOR,@CLE,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
24,2013-07-06,TOR,MIN,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
25,2013-07-04,TOR,DET,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
26,2013-07-02,TOR,DET,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
27,2013-06-29,TOR,@BOS,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
28,2013-06-28,TOR,@BOS,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
29,2013-06-24,TOR,@TBR,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
30,2013-06-22,TOR,BAL,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
31,2013-06-18,TOR,COL,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
32,2013-06-14,TOR,@TEX,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
33,2013-06-10,TOR,@CHW,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
34,2013-05-18,TOR,@NYY,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
35,2013-05-11,TOR,@BOS,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
36,2013-05-09,TOR,@TBR,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
37,2013-05-06,TOR,@TBR,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
38,2013-05-03,TOR,SEA,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
40,2013-04-30,TOR,BOS,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
41,2013-04-26,TOR,@NYY,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
42,2013-04-24,TOR,@BAL,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
43,2013-04-21,TOR,NYY,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
44,2013-04-19,TOR,NYY,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
45,2013-04-16,TOR,CHW,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
46,2013-04-14,TOR,@KCR,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
47,2013-04-13,TOR,@KCR,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
48,2013-04-10,TOR,@DET,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
49,2013-04-09,TOR,@DET,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
50,2013-04-04,TOR,CLE,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
51,2013-04-03,TOR,CLE,0,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0
0,2005-04-21,KCR,@MIN,7,DH,1,3,5,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0.0,0.0,208.0
1,2005-04-19,KCR,CLE,7,DH,1,5,5,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0.0,0.2,208.0
2,2005-04-14,KCR,SEA,6,DH,1,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,208.0
3,2005-04-13,KCR,SEA,5,DH,1,1,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.0,0.0,208.0
4,2005-04-10,KCR,@LAA,5,DH,1,5,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.2,208.0
5,2005-04-08,KCR,@LAA,4,DH,1,5,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0.2,208.0
6,2005-04-04,KCR,@DET,4,DH,1,4,4,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0.0,0.25,208.0
0,2014-09-28,NYY,@BOS,4,CF,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,209.0
1,2014-09-26,NYY,@BOS,9,RF,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.25,209.0
2,2014-09-25,NYY,BAL,9,PR,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,209.0
3,2014-09-24,NYY,BAL,8,RF,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,209.0
4,2014-09-18,NYY,TOR,5,PR,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,209.0
5,2014-09-16,NYY,@TBR,8,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,209.0
6,2014-09-14,NYY,@BAL,9,RF,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,209.0
7,2014-09-13,NYY,@BAL,8,RF,1,3,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0,0.33299999999999996,209.0
8,2014-09-12,NYY,@BAL,8,PH,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,209.0
9,2014-09-12,NYY,@BAL,9,RF,1,3,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.667,209.0
10,2014-09-11,NYY,TBR,3,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,209.0
11,2014-09-05,NYY,KCR,2,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,209.0
12,2014-09-04,NYY,BOS,8,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,209.0
0,2011-04-06,TBR,LAA,1,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,210.0
1,2011-04-05,TBR,LAA,4,DH,1,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,210.0
2,2011-04-03,TBR,BAL,4,DH,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,210.0
3,2011-04-02,TBR,BAL,4,DH,1,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.25,210.0
4,2011-04-01,TBR,BAL,4,DH,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,210.0
0,2016-07-06,LAD,BAL,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,211.0
1,2016-07-05,LAD,BAL,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,211.0
2,2016-07-04,LAD,BAL,8,LF,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,211.0
3,2016-07-03,LAD,COL,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,211.0
4,2016-07-02,LAD,COL,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,211.0
5,2016-07-01,LAD,COL,9,PH-RF,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,211.0
6,2016-06-22,LAD,WSN,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,211.0
7,2016-06-21,LAD,WSN,9,PH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,211.0
8,2016-06-18,LAD,MIL,9,PH-RF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,211.0
9,2016-06-17,LAD,MIL,8,RF,1,3,4,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0.0,0.33299999999999996,211.0
10,2016-06-16,LAD,MIL,8,RF,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,211.0
11,2016-06-14,LAD,@ARI,8,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,211.0
0,2005-06-08,NYY,@MIL,8,2B,1,4,5,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.5,213.0
1,2005-06-05,NYY,@MIN,9,SS,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,213.0
2,2005-06-04,NYY,@MIN,2,SS,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,213.0
3,2005-05-29,NYY,BOS,9,2B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,213.0
4,2005-05-28,NYY,BOS,1,PH-SS,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,213.0
5,2005-05-24,NYY,DET,1,SS,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,213.0
6,2005-05-22,NYY,@NYM,8,SS-2B,1,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.25,213.0
7,2005-05-21,NYY,@NYM,1,SS,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,213.0
8,2005-05-14,NYY,@OAK,1,PH-SS,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,213.0
9,2005-05-11,NYY,SEA,9,2B,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.2,213.0
10,2005-05-09,NYY,SEA,9,PH-2B,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,213.0
11,2005-05-02,NYY,@TBD,2,2B,1,5,5,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0.0,0.4,213.0
12,2005-04-26,NYY,LAA,5,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,213.0
13,2005-04-24,NYY,TEX,6,PR-DH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,213.0
14,2005-04-23,NYY,TEX,1,SS,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,213.0
15,2005-04-22,NYY,TEX,7,PH,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,213.0
16,2005-04-21,NYY,@TOR,9,2B,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,213.0
17,2005-04-16,NYY,@BAL,6,PH,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,213.0
18,2005-04-15,NYY,@BAL,9,2B,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.33299999999999996,213.0
19,2005-04-14,NYY,@BOS,7,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,213.0
20,2005-04-09,NYY,BAL,9,2B,1,2,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.5,213.0
